,Tipo de inmueble,Modalidad,Precio UF,Precio CLP,Comuna,Baños,Dormitorios,Descripcion
226,Departamento,comprar,"2.106,44",59.000.000,Santiago,1,1,"ADB Vende!!IMPECABLE Y REMODELADO A PASOS DE METRO SANTA ANA (AMUNATEGUI/ CATEDRAL)$59.000.000.-DEPARTAMENTO DE 1 DORMITORIO CON BAÑO EN SUITE Y WALK IN CLOSETLIVING COMEDOR CON AMPLIO VENTANAL CON PISO FLOTANTE Y BALCON A LA CALLE AMUNATEGUI, COCINA COMPLETAMENTE AMOBLADAY EQUIPADA.CERCANO A METRO SANTA ANA, BANCOS, UNIVERSIDADES, PARQUES, COLEGIOS, TODO PARA UNA VIDA TRANQUILA EN PLENO CENTRO DE SANTIAGO DEPARTAMENTO INCLUYE AMPLIA BODEGA EN PRIMER SUBTERRANEO, GASTOS COMUNES $50.000.- (INCLUYEN AGUA CALIENTE)EDIFCIO EQUIPADO CON-PISCINA-GIMNASIO-SALA DE EVENTOS-SALA DE CINE-CIRCUITO CERRADO DE TELEVISION-CONSERJERIA Y CONTROL DE ACCESO 24HRS-3 ASCENSORESDEPARTAMENTO UBICADO EN 4TO PISO, CON SOLO 7 DPTOS POR PISO, Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivo.valor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 5988 8730 Jonathan Estay, Ejecutivo+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, EjecutivaOficina2 3285 6659"
227,Casa,comprar,"1.963,63",55.000.000,La Granja,1,4,"ADB Vende!!Trinidad/ La Serena, 5D, 2B, 1Est, Metro La GranjaCasa 5 dormitorios, 2 BañosLiving comedor juntos, con piso en ceramicaCocina Independiente, con piso en ceramica 5 Dormitorios (1 en 1er Piso, 4 en 2Do Piso Medianos)1 Baños CompletosAntejardinEstacionamiento 1 Vehiculo SedanCercano aServicentroSupermercadoColegiosJardinesMall Plaza Vespucio 10minExcelente conectividad aVespucio SUrLocomocion a 50mt Metro La Granja (Linea 4A a 10 Minutos)Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivovalor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
228,Casa,comprar,"1.749,41",49.000.000,Quilicura,1,3,"ADB VendeCasa, Quilicura Lo Marcoleta/ Lo Cruzat, 3 dorm, 1 baño. $49.000.000.-living y comedor amplio e iluminado con piso cerámica, cocina independiente con muebles empotrados, iluminada y ventilacion naturalDormitorios amplios, iluminados, piso flotantepatio trasero con cobertizo, antejardin con estacionamiento techadobarrio tranquilo, excelente conectividad, salida  Marcoleta a autopista central, cercano a colegios, supermercados, etc.locomoción a la puerta.Se acepta Credito Hipotecario, Subsidio DS1, Leasing, Pago en efectivovalor poco conversable.Atrevete a comprar, gestionamos tu credito!! (Consumo o Leasing) ContactanosMas información y coordinar visitasAdministradora de bienes y servicios inmobiliarios SPAWhatsapp!!+56 9 4844 8809 Meli Hernandez,   Ejecutiva+56 9 3271 3503 Gloria Lobos,   Ejecutiva+56 9 3325 8412 Kelly Salas, Ejecutiva+56 9 5988 8730 Jonathan Estay, EjecutivoOficina2 3285 6659"
229,Departamento,comprar,"2.070,73",58.000.000,Santiago,2,2,Hermoso departamento a buen precio
230,Departamento,comprar,"2.070,73",58.000.000,Santiago,2,2,Hermoso departamento a buen precio
231,Departamento,comprar,"2.856,19",80.000.000,Santiago,2,2,2 DORMITORIOS / 2 BAï¿½OS / COCINA TRADICIONAL INTEGRADA
232,Departamento,comprar,"2.856,19",80.000.000,Santiago,2,2,2 DORMITORIOS / 2 BAÃOS / COCINA TRADICIONAL INTEGRADA
233,Departamento,comprar,"2.070,73",58.000.000,Santiago,2,2,Hermoso departamento a buen precio
234,Departamento,comprar,"2.856,19",80.000.000,Santiago,2,2,2 DORMITORIOS / 2 BAï¿½OS / COCINA TRADICIONAL INTEGRADA
235,Departamento,comprar,"2.856,19",80.000.000,Santiago,2,2,2 DORMITORIOS / 2 BAï¿½OS / COCINA TRADICIONAL INTEGRADA
236,Departamento,comprar,"2.310,00",64.701.552,Santiago,1,1,"Santiago centro, vendo luminoso departamento, 41 metros cuadrados (información entregada por cliente), orientación norte, dormitorio, baño completo con conexión de lavadora, living comedor con acceso a terraza que abarca hasta el dormitorio, cocina americana amoblada con encimera horno eléctrico y extractor de aire. El edificio cuenta con conserjería 24hrs., cámaras de vigilancia, piscina, pequeña sala de reuniones, gimnasio y lavandería.Privilegiada ubicación con excelente conectividad a minutos de metro Toesca y autopista central, ciclo vías, parques, supermercados, farmacias, universidades, colegios, servicios en general.Para generar una orden de visita: debe ingresar agenteinmobiliario, en el buscador, digite el código 4818280 de la propiedad publicada en portal inmobiliario o de lo contrario, solo la comuna. Complete la orden de visita, un  ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
237,Casa,comprar,"6.783,45",190.000.000,San Miguel,2,3,"Euclides Nº 1458.   Excelente y amplia casa ubicada entre San Ignacio y Barcelona. A pasos de Gran Avenida, Con muy buena conectividad, accesos rápidos a otras comunas por encontrarse a pasos de estaciones de metro Franklin, a un par de cuadras del metro el Llano.   Cuenta con un entorno completo de comercio variado, bancos, notarias, transporte público, Colegios, supermercados, entidades públicas como la Municipalidad, centros médicos entre otros.Se distribuye :Living comedorCocina amoblada3 Dormitorios amplios2 BañosPatio de luzToda la casa cuenta con piso de Parquet original.TerrazaGran patio interior con jardineras y quincho, además de un departamento interior y bodegaCuenta con estacionamientoContactar a:Elisa TrujilloAgente InmobiliarioTrujillo Propiedades"
238,Departamento,comprar,"1.740,00",48.736.234,Independencia,1,1,"Departamento con excelente ubicación en Av. Independencia, emplazado en el corazón de independencia. A solo 3 cuadras de la Nueva Estación de Metro Hospitales, Cercano a Estaciones de Buses, a Facultad de medicina y Hospital Clínico de la Universidad de Chile, entorno tranquilo y residencial, A 4 minutos del Mall independencia. EXENTO DE PAGO DE CONTRIBUCIONES. Propiedad del año 2012.Valor de Venta: 1.740 UF.Características Departamento: - Departamento 1 dormitorio y 1 baño en suite.- Ubicado en piso 20 con Vista despejada Poniente posee 30m² útiles.- Conexión a lavadora en baño- Piso flotante en living/comedor y alfombro en dormitorio.- Piso de cerámica en baños y cocina.- Cocina americana equipada con encimera, horno eléctrico, campana de acero. Equipamiento del Condominio: - Gimnasio equipado - Sala de lavado y secado- Piscina familiar - Sala multiuso- Áreas verdes- Quinchos- Conserjería 24hrs - Accesos controlados y Seguridad con Circuito Cerrado de tvDatos y Metraje proporcionado por el propietario.Contacto +56961848730"
239,Casa,comprar,"3.180,00",89.069.669,Maipú,3,3,"Maipú, se vende hermosa casa sector exclusivo, 140 metros cuadrados de superficie, 80 metros cuadrados construidos (información entregada por cliente), La casa esta remodelada completamente, Primer piso: living y comedor separado, baño de visita bajo escalera, cocina amoblada y equipada, piso de cerámica, amplio estacionamiento hasta dos auto techado con viga a la vista y piso de cerámica, excelente terraza y jardín en parte trasera de la propiedad techado con viga a la vista. Segundo piso: tres dormitorios alfombrados, principal en suite con baño privado completo, un baño completo en pasillo. Revestimiento térmico en muros perimetrales, ventanas de PVC blanco.Excelente ubicación con cercanía con fácil acceso a camino a Melipilla, colegio, supermercado Unimarc, Construmart, servicios en general.Para generar una orden de visita: debe ingresar agenteinmobiliario, en el buscador, digite el código 4858545 de la propiedad publicada en portal inmobiliario o de lo contrario, solo la comuna. Complete la orden de visita, un ejecutivo se pondrá en contacto con usted dentro de las próximas 4 horas hábiles."
