,company,subject,date,description
49,Claro,Eliminan cuota de datos restantes de navegación sin justificación y no se hacen responsables,2019-10-18,"El día domingo 6 de octubre realicé la compra de un paquete multimedia por $7000. Este paquete incluía 6 GB para navegación libre, entre otros. El día 17 de octubre noté que ya no tenia Mega bytes disponibles, por lo que revisé el histórico de consumo en mi Portal Claro y sumando los consumos del periodo (6 al 17 de octubre) me dio como resultado 1994,3 Mb, lejos de los 6 GB que tenia disponible (esta información la entrega la misma empresa en su pagina).Ya que no podía quedarme sin acceso a Internet, tuve que recargar $3000 y comprar una bolsa por el mismo monto.Posteriormente, hice el reclamo en la pagina de Claro, en el modulo disponible para esto y la respuesta fue, textualmente, la siguiente:    Se verifica en sistema que se realizo una recarga de $7000.- con fecha 06-10-219 y luego otro recarga de $3.000, .el día 18/10/2019 por lo que no es posible verificar los movimientos que se generaron por la primera recarga ya que al mantener saldo y recarga nuevamente se Eliminan los saldos de la primea,  te recomendamos que antes de realizar otra operación debes  consumir  toda la recarga realizada."" Tu número de atención es: I168631265   Con esto me dicen que no revisaran nada por el motivo de que volví a recargar el teléfono. En palabras simples, me están culpando a mi y se están desentendiendo completamente de la eliminación (robo) de los datos restantes que había pagado.   Es inaceptable que el sistema informático de esta empresa de comunicaciones no les permita realizar una trazabilidad de los movimientos y operaciones realizadas por cada cliente. Como profesional del área informática, no puedo entender que si realizo una nueva recarga, no sea posible ver el historial de movimientos anteriores a esta. Roza en lo ridículo. Entiendo que esto es una exigencia mínima de la superintendencia de comunicaciones hacia las empresas que ofrecen servicios de cualquier índole.    Obligadamente tendré que portar todos los números de mi familia a otra empresa que no tenga estos robos hormiga. "
50,Es personal,,2019-10-18,Ustedes están haciendo en reclame de Un concurso entre hombres y mujeres y en las preguntas a las mujeres le dicen que “Piensa los hombres cuando se les muere un ser querido” y ellas contestan que “Sexo” y de verdad yo soy un padre que perdí a mi hijo amado y de verdad me ofenden con eso por no es para jugar les ruego si tienen dignidad quiten esa pregunta por favorMuchas gracias 
51,Correos de chile ,Mi pedido aún no llega y ya se encuentra en chile,2019-10-18,"Realice un pedido y en la página de venta dice que este ya llegó a Chile, sin embargo de esto ya pasó un mes y yo aún no recibo ningún paciente "
52,Pedidosya,Se paga por productos que no corresponden,2019-10-18,"Viernes 18 Octubre se realiza compra de queso Las parcelas,350 gr,valor $ 3559,se recibe igual queso de 250 gr. Se compra pan amasado valor $ 1559,se recibe hallulla corriente valor $ 1238.S r compra jamón de pavo Sopraval ,valor $ 2540,se recibe el mismo jamon de pavo pero con un valor de $ 1838.Se me informa que. habrá bono de descuento....será verdad??? considerando lo pésimo del servicio...ahora quién se beneficia con estos cambios de precios y con la entrega de productos de menor gramaje?????obviamente no es el que compra.  cómo siempre el considor es el boicoteando. "
53,Movistar,Sin servicio telefonía hogar,2019-10-18,"Desde el día 29 de septiembre, en la casa de mis padres que son adultos mayores se encuentran sin Servicio de telefonía Hogar (Santiago, comuna de La Reina)El día miércoles 2 de octubre fue un técnico a revisar el problema e indicó que a media cuadra hay unos cable cortados. Dijo que el reportaría el problema y que en 72 horas máximo se solucionaba.Cómo el problema continuaba el dia lunes 7 de octubre me comunique por el chat de Servicio técnico y me indicaron que el 9 de octubre a más tardar estaría repuesto el servicio, Y adivinen, aún nada, luego dijeron que el 14 de octubre se solucionaba y nada....El día 16 de octubre reclame nuevamente y dijeron que en 48 hrs. repondrían el problema y aún no solucionan el problema.No contraten ningún Servicio de movistar, no cumplen.... "
54,Letsbonus,Despacho ,2019-10-18,Hice compra hace mas de 1 mes. Aun no llega producto. Mando mail y ahora me rebotan no hay nadie que se haga responsable. No compren! 
55,Correos de chile,Envío de postnl no entregado,2019-10-18,"Debo ingresar un reclamo sobre el envio RU409601051NL que se encuentra desde el 10/10/19 en el estado""ENVIO FINALIZA PROCESO DE INTERNACION"", sin ser despachado a una oficina de correros.Al parecer esto pasa muy seguido con los envíos de Postnl, sería bueno que Correos de Chile sincerara el problema que tiene con estos envíos. "
56,Albin trotter,Horno no encieden las barras,2019-10-18,"buenas tardes me dirijo a ustedes ya que hace menos de 2 años que compre un horno electrico y de un dia para otro no encendieron mas las barras,Quisiera saber donde puedo encontrar los repuestos.de ante mano muchas gracias,adoro mi hornito me sirve demasiado y lo necesito activo urgente "
57,Aiep,Acoso ,2019-10-18,"tengo el siguiente problema , resulta que hace un par de meses, recibo llamados telefónicos y mensajes de texto a mi teléfono celular desde el área de cobranzas del Instituto AIEP por una deuda con dicho Instituto, me di la molestia y el costo de llamar a la casa central del aiep área de finanzas para indicarles que yo nunca he sido ni seré alumno de dicha casa de estudios y por supuesto no mantenía ninguna deuda con ellos, ante lo cual me dieron un numero  para poder llamar el 6005855050 y nadie contesta  ademas  manifestaron que no se volvería a repetir pero los llamados y mensajes siguen casi todos los días. y es muy molesto. "
58,Fallabella ,No respetar precios.,2019-10-18,Compre un jeans levis en el cyber por$26990 el precio Real es de $44990 al momento de ir hacer el cambio por modelo NO respetaron el precio del cyber por lo tanto todo un engaño y los 2 modelos costaban li mismo el Sr murua jefe del departamento me señala 2 opciones pagar la diferencia o devolver la prenda.Que sinverguenzura espero tener una respuesta somos los clientes los que hacemos la empresa y obvio tuve que devolver la prenda. 
59,Ripley,No cumplimiento de compra ,2019-10-18,"El 07 oct. Compre con tarjeta de crédito 2 celulares: iphone 6s gris y iphone 8 dorado, la fecha estimada de entrega era el 11 de oct, el 14 de oct. Me envían un correo que dice que tenían agotado el color que yo había elegido para el iphone 8 (dorado) y que tenían para despacharme color gray, yo respondo el correo que no, ya que no me gusta el color gray, no tuve respuesta a ese correo. Al otro día llame a ripley, espere mas de 40 minutos en linea hasta que pude comunicarme, les explico mi preocupación sobre el correo recibido, del cual no tuve mas información, me señalan que en sistema no figuraban problemas con mi Compra y que el pedido ya había sido despachado, yo le señalo que no era la información que aparecía en el seguimiento de mi pedido en la pagina de ripley, me dicen que eso suele pasar, el pedido no llego como me informaron y al llamar nuevamente me dicen que el celular no esta disponible en el color que yo quería y que me llamarían para ver solución. Nada hasta ahora. Peor aún, ya que yo compré 2 equipos y no han enviado ni si quiera 1 "
60,Condor bus,Pasaje vendido dos veces.,2019-10-18,Terminal rancagua.Primero inspector no deja subir a bus sin pasaje.voy a comprar ala oficina y en ese instante deja subir persona sin pasaje.Espero el segundo bus.cambiando los pasajes.y cuando subo asiento habian sido vendido en santiago..exijo explicacion.Bus en direccion a rengo dia viernes 18 de octubre a las 14::10 hrs.y bus direccion a rengo mismo dia.a las 15:15hrs. 
61,Red salud providencia ,Suspenden examen a pocas horas ,2019-10-18,"Son unos irresponsables que suspenden encima las horas en un examen que se tomó con tiempo la hora ya que es delicado y aplicado en niños, simplemente llaman para decir que no lo harán y que nadie más puede ya que la diva de la doctora simplemente no irá .... Clinica irresponsable !!!!! Pobre de servicios y personal NEFASTA "
62,Crediservicioschile,Me siento  *****a  de esta identidad financiera,2019-10-18,Crediservicioschile es una empresa creada pa  ******r  y aser frudes a la gente que mas lo necesita le asen creer que disponerar de un credito dentro de 24 horas alga que no es asi lo cual piden un mangen de dinero para agilizar el prestamo lo que se al dia siguiente salen que se traspapelo lo que pidieron lo cual otro depocito lo que al finan se convierte en una  *****a  porque nunca asen la debolucion cuando uno lo solicita a mi me  ********n  con 54o cuarenta mil pesos ojala a todas las personas que vean esto les ayude 
63,My cusco trip,No cumplieron con los servicios ofrecidos,2019-10-18,"llegamos al Cusco y no había nadie esperándonos en el aeropuerto, tuvimos que tomar taxi pagarlo de nuestro bolsillo, a pesar que la empresa reembolsó este gasto, pasamos un mal rato ya que llamábamos a los teléfonos que nos dieron y nadie contestaba.Nos cambiaron el tour, según ellos porque  los valores  del tren  a Machu Picchu eran más caro de lo que nosotros habíamos pagado, y para financiar el tour, según entendí, nos eliminaron el tour al Valle Sagrado, no fuimos y  estaba incluido en el pago.El tour panorámico del último día, simplemente no lo hicieron llame a la empresa y me contestaron que no estaba incluido, en el groupon claramente está incluido y por último incluían una camiseta con diseño, tampoco la obsequiaron, resumiendo hacen el tour según les conviene, "
64,Casas prefabricadas lican ray dream house,Incumplimiento de entrega de casa casas,2019-10-18,"compré una casa prefabricada de 54m2 kit básico flete gratis incluido,.me han cambiado la fecha de entrega en 3 oportunidades,.primero fue para el 4de octubre 2019, después para el 14 de octubre 2019 y ahora para el 30 de octubre.Lo peor es que ya se las pague ,me gustaría saber si estamos frente a una empresa  *********a  que jamás entrega las casas que uno compra,. Así hacerle una demanda colectiva entre todos los afectados, "
65,Enel,Luminaria apagada,2019-10-18,La luz de la calle que da  a la acera esta apagada  esta ubicada en arzobispo vicuña 46 comuna providencia region metropolitana 
66,Correos de chile,No envían todos mis productos a mi región!,2019-10-18,"El día 01/10/2019 hice un reclamo n*616298 dónde hice mención a la demora en las entregas de mis productoscompras en el extranjero que llevaban 40 días en Santiago,,está semana recibí solo (4)productos sin mencionar que recibí ,uno que llevaban 6 meses en Correos de Chile que vergüenza!!! ,hay un artículo que está en Santiago hace 2 meses envié un mensaje a servicio al cliente dónde me responde ( estimado cliente el envío no existe en nuestro sistema) le aclaro que si existen , todos los días reviso mis productos y están ingresados  a chile y llevan mucho tiempo en correos,tienen más de 10 productos que no me envian por favor  sean eficientes o tendré que esperar 6 meses más para recibir mis compras en  un desgaste está situación...todo el tiempo lo mismo "
67,Falabella arauco maipu,Perdida de tiempo,2019-10-18,"compre una depiladora x fono compras y me enviaron un mensaje que estaba listo para ser retirado y cuendo llego no encontraron el producto quien respoinde x m,i tiempo pago de de peaje excetera  soy clienta de años pesima polita de empresa el numero de orden 5329726648 ....espero solucion rapida "
68,Movistar,Recarga,2019-10-18,Recargue mi celular con 3000 pesos por la oferta de 30 dias de whatssap gratis y no me llego la Recarga y notificacion a mi correo 
69,Homecenter sodimac,No entrega de producto   orden desaparecida,2019-10-18,"El pasado 14 de octubre realicé una compra en su web. Una alfombra y 3 cortinas, la alfombra, el despacho, era el 16 de octubre de 2019, y las 3 cortinas el 24 de octubre de 2019. Resulta que no he recibido la alfombra, que por cierto, debió llegar hace dos dias. Llevo dias escribiendo por el canal de soporte de Facebook, ahora mismo llame y me dicen que por el número de la Orden no pueden localizar la compra. Yo la compra la realicé con mi número de pasaporte, porque soy extranjero y un amigo me prestó su tarjeta. Tengo la captura de pantalla del pago vía Webpay. Tengo el correo que me enviaron con los datos de la compra. Nunca me llegó la boleta, pero la plata si que me la cobraron, y no fueron 2 pesos, fueron 75440. No concibo que me cobren, me envie un correo agradeciendo por la compra y que no me lleguen las cosas, y que cuando llame para reclamar, no aparezca mi Orden de compra. Necesito resuelvan esto ya, yo pague por ello. Están incumpliendo con su parte. "
70,Redbus,No para en paradero ,2019-10-18,"Hoy en la parada: PH 149, el bus patente BD-WL41, no se detuvo en la parada señalada, junto a mí había un adulto mayor que por su aparente estado de salud a penas lograba ponerse de pie, por ello, le dije que tomara asiento mientras llegaba la micro. De pie junto delante de mí había una mujer extranjera con un coche, el chófer de el bus señalado, disminuyó la velocidad al acercarse al paradero, haciendo un gesto a la mujer extranjera, un gesto con la mano un ""no"" junto con un gesto de boca que se leyó como un ""vos, no"" y luego hizo chispear los dedos.La actitud que describo me pareció extremadamente violenta, junto con ello el adulto mayor tuvo que seguir en la larga espera hasta que otro bus 212 pasara, lo que iba a suceder, según la app que tengo, en 15 a 20 minutos más (porque pasaron dos buses 212 juntos)Espero que este reclamo tenga alguna acogida y no sigan sucediendo hechos como lo que he relatado.Lucy Ovando Vásquez. "
